bertscore_f1_pruned_vs_raw,bleu_pruned_vs_raw,query,rougeL_pruned_vs_raw
0.9999999403953552,100.00000000000004,متى تأسست جامعة الملك سعود وأين تقع؟,1.0
1.0,100.00000000000004,على ماذا يركز قسم علوم الحاسب في الجامعة؟,1.0
0.9999998807907104,100.00000000000004,كم عدد الطلاب المسجلين في الجامعة؟,1.0
0.9999998807907104,100.00000000000004,ماذا يوجد في مكتبة الجامعة؟,1.0
0.9683219790458679,57.89300674674101,ما هو المركز الذي أطلقته الجامعة مؤخراً؟,0.888888888888889
1.0000001192092896,100.00000000000004,كم عدد أعضاء هيئة التدريس في قسم علوم الحاسب؟,1.0
0.9389119744300842,67.74546186626391,مع من تتعاون الجامعة في الأبحاث؟,0.8275862068965518
0.8613688945770264,29.53872020786076,كيف يكون الطقس في الرياض خلال الصيف؟,0.7058823529411765
