Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[raw],52,0,9,9.334331933552257,7.265649037435651,21.242051851004362,0.0,0.6212888145083474,0.0,9,9,9,10,10,12,16,21,21,21,21
CUSTOM,tokens_per_sec[raw],52,0,63,63.5652410694209,60.91000620872051,72.52238159472292,22.23076923076923,0.6212888145083474,0.0,63,64,65,65,65,72,72,73,73,73,73
CUSTOM,ttft_ms[raw],52,0,34,35.15599410121258,31.169341877102852,50.62384810298681,0.0,0.6212888145083474,0.0,34,35,36,36,37,43,47,51,51,51,51
,Aggregated,156,0,34,36.018522368061916,7.265649037435651,72.52238159472292,7.410256410256411,1.8638664435250423,0.0,34,47,62,63,64,65,65,72,73,73,73
