Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[raw],549,0,8,9.078908805397827,5.534188821911812,46.210691099986434,0.0,6.1655657105129125,0.0,8,9,10,10,11,13,22,33,46,46,46
CUSTOM,tokens_per_sec[raw],549,0,62,62.27736763563966,58.85849807238921,76.0357156136834,22.089253187613842,6.1655657105129125,0.0,62,63,63,63,64,69,70,71,76,76,76
CUSTOM,ttft_ms[raw],549,0,53,53.10001744013381,30.159941874444485,95.67156084813178,0.0,6.1655657105129125,0.0,53,56,58,59,61,63,76,87,96,96,96
,Aggregated,1647,0,53,41.48543129372377,5.534188821911812,95.67156084813178,7.363084395871281,18.49669713153874,0.0,53,60,61,62,63,64,70,71,90,96,96
