epoch,t_seconds,gpu_cache_usage_perc,error
1787808120.1,0.0,0.0,
1787808121.115,1.01,0.0,
1787808122.13,2.03,0.0,
1787808123.147,3.05,0.0,
1787808124.161,4.06,0.0,
1787808125.175,5.07,0.0,
1787808126.189,6.09,0.0,
1787808127.203,7.1,0.0,
1787808128.218,8.12,0.0,
1787808129.235,9.13,0.006643467257197111,
1787808130.251,10.15,0.006327111673521069,
1787808131.267,11.17,0.00790888959190128,
1787808132.285,12.18,0.00790888959190128,
1787808133.302,13.2,0.007592534008225238,
1787808134.315,14.22,0.005694400506168984,
1787808135.327,15.23,0.006010756089845026,
1787808136.343,16.24,0.0,
1787808137.358,17.26,0.008225245175577323,
1787808138.374,18.27,0.0,
1787808139.39,19.29,0.0,
1787808140.402,20.3,0.008225245175577323,
1787808141.417,21.32,0.007592534008225238,
1787808142.43,22.33,0.0,
1787808143.445,23.34,0.006327111673521069,
1787808144.46,24.36,0.006327111673521069,
1787808145.478,25.38,0.00790888959190128,
1787808146.493,26.39,0.005378044922492831,
1787808147.51,27.41,0.005694400506168984,
1787808148.527,28.43,0.007276178424549196,
1787808149.543,29.44,0.006327111673521069,
1787808150.558,30.46,0.006327111673521069,
1787808151.574,31.47,0.007276178424549196,
1787808152.59,32.49,0.005694400506168984,
1787808153.609,33.51,0.00790888959190128,
1787808154.629,34.53,0.007592534008225238,
1787808155.647,35.55,0.006010756089845026,
1787808156.665,36.57,0.006327111673521069,
1787808157.683,37.58,0.008857956342929407,
1787808158.701,38.6,0.005694400506168984,
1787808159.718,39.62,0.006643467257197111,
1787808160.735,40.63,0.005378044922492831,
1787808161.751,41.65,0.006959822840873153,
1787808162.769,42.67,0.0,
1787808163.784,43.68,0.007276178424549196,
1787808164.803,44.7,0.005694400506168984,
1787808165.822,45.72,0.007276178424549196,
1787808166.841,46.74,0.008225245175577323,
1787808167.856,47.76,0.006010756089845026,
1787808168.873,48.77,0.006327111673521069,
1787808169.889,49.79,0.00917431192660545,
1787808170.906,50.81,0.005694400506168984,
1787808171.924,51.82,0.007592534008225238,
1787808172.943,52.84,0.007276178424549196,
1787808173.96,53.86,0.006959822840873153,
1787808174.979,54.88,0.008857956342929407,
1787808175.995,55.89,0.006327111673521069,
1787808177.011,56.91,0.008541600759253365,
1787808178.027,57.93,0.006959822840873153,
1787808179.043,58.94,0.00790888959190128,
1787808180.058,59.96,0.005378044922492831,
1787808181.074,60.97,0.009490667510281603,
1787808182.089,61.99,0.006327111673521069,
1787808183.105,63.01,0.006327111673521069,
1787808184.124,64.02,0.00790888959190128,
1787808185.142,65.04,0.006327111673521069,
1787808186.16,66.06,0.007592534008225238,
1787808187.177,67.08,0.006643467257197111,
1787808188.194,68.09,0.0,
1787808189.209,69.11,0.008541600759253365,
1787808190.227,70.13,0.0,
1787808191.242,71.14,0.007592534008225238,
1787808192.263,72.16,0.008541600759253365,
1787808193.279,73.18,0.00917431192660545,
1787808194.297,74.2,0.0,
1787808195.313,75.21,0.007276178424549196,
1787808196.328,76.23,0.009490667510281603,
1787808197.351,77.25,0.005694400506168984,
1787808198.361,78.26,0.005694400506168984,
1787808199.378,79.28,0.0,
1787808200.391,80.29,0.006643467257197111,
1787808201.406,81.31,0.007592534008225238,
1787808202.423,82.32,0.005694400506168984,
1787808203.442,83.34,0.007592534008225238,
1787808204.458,84.36,0.009490667510281603,
1787808205.482,85.38,0.005694400506168984,
1787808206.5,86.4,0.007592534008225238,
1787808207.522,87.42,0.005694400506168984,
1787808208.541,88.44,0.005694400506168984,
1787808209.558,89.46,0.005694400506168984,
1787808210.574,90.47,0.00917431192660545,
1787808211.593,91.49,0.005694400506168984,
1787808212.611,92.51,0.0,
1787808213.63,93.53,0.00790888959190128,
1787808214.646,94.55,0.006327111673521069,
1787808215.665,95.56,0.006643467257197111,
1787808216.682,96.58,0.006010756089845026,
1787808217.7,97.6,0.0,
1787808218.715,98.62,0.0,
1787808219.731,99.63,0.0,
