Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[lspm_r0.5],4809,0,8,9.874817258842022,3.2460708171129227,350.67422897554934,0.0,53.91230644426746,0.0,8,10,11,12,15,19,36,41,89,350,350
CUSTOM,tokens_per_sec[lspm_r0.5],4809,0,53,71.83134646126608,30.371458685905832,88431.19917642028,23.9423996672905,53.91230644426746,0.0,53,54,54,55,56,60,62,63,69,88000,88000
CUSTOM,ttft_ms[lspm_r0.5],4809,0,64,64.92722050121635,44.269456062465906,399.82160786166787,0.0,53.91230644426746,0.0,64,67,69,70,74,78,88,99,310,400,400
,Aggregated,14427,0,53,48.877794740441495,3.2460708171129227,88431.19917642028,7.980799889096832,161.7369193328024,0.0,53,55,60,62,68,72,77,83,150,560,88000
