Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[raw],4633,0,10,12.085352500296764,4.004248883575201,488.3172370027751,0.0,54.37199623156229,0.0,10,12,13,15,18,25,40,59,88,490,490
CUSTOM,tokens_per_sec[raw],4633,0,51,69.05170937226175,11.989245266420456,77355.36815221923,22.31448305633499,54.37199623156229,0.0,51,52,53,53,55,58,60,61,67,77000,77000
CUSTOM,ttft_ms[raw],4633,0,68,69.54339468787761,32.580269034951925,555.2982019726187,0.0,54.37199623156229,0.0,68,71,74,75,80,87,100,120,170,560,560
,Aggregated,13899,0,51,50.22681885347879,4.004248883575201,77355.36815221923,7.438161018778329,163.11598869468688,0.0,51,56,62,66,73,78,85,94,160,2000,77000
