Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[lspm_r0.7],1343,0,7,8.34477710907229,3.6693881265819073,43.620540061965585,0.0,15.059774429964259,0.0,7,8,9,9,11,14,23,32,44,44,44
CUSTOM,tokens_per_sec[lspm_r0.7],1343,0,61,61.457388893399425,57.09122034100111,82.85023815509626,22.15115413253909,15.059774429964259,0.0,61,62,62,63,68,69,70,71,75,83,83
CUSTOM,ttft_ms[lspm_r0.7],1343,0,55,55.72408553918828,30.00568808056414,112.47958499006927,0.0,15.059774429964259,0.0,55,58,60,61,63,65,76,92,110,110,110
,Aggregated,4029,0,55,41.84208384722007,3.6693881265819073,112.47958499006927,7.383718044179697,45.17932328989278,0.0,55,59,60,61,63,67,70,71,110,110,110
