epoch,t_seconds,gpu_cache_usage_perc,error
1787805295.738,0.0,0.0,
1787805296.752,1.01,0.0,
1787805297.768,2.03,0.0,
1787805298.783,3.05,0.0,
1787805299.798,4.06,0.0,
1787805300.814,5.08,0.0,
1787805301.829,6.09,0.0,
1787805302.843,7.11,0.0,
1787805303.857,8.12,0.004745333755140746,
1787805304.873,9.14,0.006327111673521069,
1787805305.891,10.15,0.004112622587788661,
1787805306.909,11.17,0.005061689338816788,
1787805307.924,12.19,0.004745333755140746,
1787805308.942,13.2,0.004745333755140746,
1787805309.959,14.22,0.005061689338816788,
1787805310.975,15.24,0.005061689338816788,
1787805311.991,16.25,0.004428978171464704,
1787805313.009,17.27,0.004745333755140746,
1787805314.029,18.29,0.005694400506168984,
1787805315.048,19.31,0.005378044922492831,
1787805316.067,20.33,0.005061689338816788,
1787805317.08,21.34,0.006010756089845026,
1787805318.108,22.37,0.0,
1787805319.127,23.39,0.004112622587788661,
1787805320.144,24.41,0.004428978171464704,
1787805321.159,25.42,0.0,
1787805322.175,26.44,0.006010756089845026,
1787805323.192,27.45,0.004428978171464704,
1787805324.209,28.47,0.006327111673521069,
1787805325.226,29.49,0.004745333755140746,
1787805326.24,30.5,0.005061689338816788,
1787805327.257,31.52,0.005061689338816788,
1787805328.275,32.54,0.005378044922492831,
1787805329.292,33.55,0.004745333755140746,
1787805330.312,34.57,0.005061689338816788,
1787805331.331,35.59,0.005378044922492831,
1787805332.348,36.61,0.0,
1787805333.364,37.63,0.005694400506168984,
1787805334.382,38.64,0.005694400506168984,
1787805335.401,39.66,0.006010756089845026,
1787805336.42,40.68,0.004745333755140746,
1787805337.436,41.7,0.004112622587788661,
1787805338.457,42.72,0.005061689338816788,
1787805339.475,43.74,0.006327111673521069,
1787805340.493,44.76,0.005061689338816788,
1787805341.512,45.77,0.004112622587788661,
1787805342.53,46.79,0.0,
1787805343.547,47.81,0.005694400506168984,
1787805344.564,48.83,0.004745333755140746,
1787805345.582,49.84,0.005378044922492831,
1787805346.6,50.86,0.004745333755140746,
1787805347.614,51.88,0.006010756089845026,
1787805348.632,52.89,0.005061689338816788,
1787805349.652,53.91,0.005061689338816788,
1787805350.668,54.93,0.006010756089845026,
1787805351.685,55.95,0.005061689338816788,
1787805352.702,56.96,0.004745333755140746,
1787805353.717,57.98,0.005061689338816788,
1787805354.734,59.0,0.0,
1787805355.749,60.01,0.006010756089845026,
1787805356.769,61.03,0.0,
1787805357.784,62.05,0.004112622587788661,
1787805358.802,63.06,0.005378044922492831,
1787805359.818,64.08,0.004745333755140746,
1787805360.835,65.1,0.004745333755140746,
1787805361.853,66.12,0.004745333755140746,
1787805362.87,67.13,0.004112622587788661,
1787805363.887,68.15,0.005061689338816788,
1787805364.903,69.17,0.00790888959190128,
1787805365.922,70.18,0.005378044922492831,
1787805366.94,71.2,0.004112622587788661,
1787805367.958,72.22,0.004112622587788661,
1787805368.975,73.24,0.005378044922492831,
1787805369.992,74.25,0.006010756089845026,
1787805371.011,75.27,0.006327111673521069,
1787805372.027,76.29,0.004745333755140746,
1787805373.044,77.31,0.005378044922492831,
1787805374.063,78.33,0.006327111673521069,
1787805375.086,79.35,0.005061689338816788,
1787805376.105,80.37,0.006327111673521069,
1787805377.121,81.38,0.007592534008225238,
1787805378.139,82.4,0.005378044922492831,
1787805379.156,83.42,0.004112622587788661,
1787805380.175,84.44,0.004428978171464704,
1787805381.191,85.45,0.006643467257197111,
1787805382.208,86.47,0.006010756089845026,
1787805383.225,87.49,0.005694400506168984,
1787805384.242,88.5,0.005378044922492831,
1787805385.26,89.52,0.004745333755140746,
1787805386.277,90.54,0.005061689338816788,
1787805387.294,91.56,0.005694400506168984,
1787805388.309,92.57,0.00917431192660545,
1787805389.325,93.59,0.0,
1787805390.342,94.6,0.0,
1787805391.358,95.62,0.0,
1787805392.375,96.64,0.0,
1787805393.393,97.65,0.0,
1787805394.409,98.67,0.0,
1787805395.426,99.69,0.0,
