epoch,t_seconds,gpu_cache_usage_perc,error
1787803884.402,0.0,0.0,
1787803885.413,1.01,0.0,
1787803886.429,2.03,0.0,
1787803887.439,3.04,0.0,
1787803888.448,4.05,0.0,
1787803889.462,5.06,0.0,
1787803890.476,6.07,0.0,
1787803891.5,7.1,0.0,
1787803892.516,8.11,0.007592534008225238,
1787803893.533,9.13,0.010123378677633688,
1787803894.549,10.15,0.008541600759253365,
1787803895.561,11.16,0.013603290098070264,
1787803896.574,12.17,0.008225245175577323,
1787803897.59,13.19,0.007276178424549196,
1787803898.604,14.2,0.009490667510281603,
1787803899.62,15.22,0.009490667510281603,
1787803900.637,16.24,0.00790888959190128,
1787803901.654,17.25,0.00790888959190128,
1787803902.671,18.27,0.013919645681746307,
1787803903.688,19.29,0.00790888959190128,
1787803904.706,20.3,0.011072445428661815,
1787803905.723,21.32,0.01043973426130973,
1787803906.74,22.34,0.010123378677633688,
1787803907.761,23.36,0.007276178424549196,
1787803908.773,24.37,0.014868712432774434,
1787803909.789,25.39,0.012337867763365984,
1787803910.806,26.4,0.012021512179689942,
1787803911.821,27.42,0.015185068016450476,
1787803912.839,28.44,0.012021512179689942,
1787803913.855,29.45,0.00790888959190128,
1787803914.87,30.47,0.012337867763365984,
1787803915.889,31.49,0.004745333755140746,
1787803916.904,32.5,0.01043973426130973,
1787803917.924,33.52,0.008857956342929407,
1787803918.942,34.54,0.0117051565960139,
1787803919.961,35.56,0.01043973426130973,
1787803920.979,36.58,0.012337867763365984,
1787803921.998,37.6,0.01297057893071818,
1787803923.015,38.61,0.014236001265422349,
1787803924.034,39.63,0.008225245175577323,
1787803925.052,40.65,0.006010756089845026,
1787803926.067,41.67,0.01581777918380256,
1787803927.083,42.68,0.005694400506168984,
1787803928.098,43.7,0.010123378677633688,
1787803929.115,44.71,0.008857956342929407,
1787803930.131,45.73,0.011388801012337857,
1787803931.147,46.74,0.005694400506168984,
1787803932.158,47.76,0.009807023093957645,
1787803933.174,48.77,0.007592534008225238,
1787803934.186,49.78,0.008857956342929407,
1787803935.203,50.8,0.009807023093957645,
1787803936.218,51.82,0.008225245175577323,
1787803937.234,52.83,0.0117051565960139,
1787803938.251,53.85,0.007592534008225238,
1787803939.266,54.86,0.00790888959190128,
1787803940.281,55.88,0.008225245175577323,
1787803941.298,56.9,0.009807023093957645,
1787803942.313,57.91,0.007276178424549196,
1787803943.33,58.93,0.011072445428661815,
1787803944.345,59.94,0.01297057893071818,
1787803945.363,60.96,0.008541600759253365,
1787803946.378,61.98,0.00790888959190128,
1787803947.393,62.99,0.009807023093957645,
1787803948.409,64.01,0.007592534008225238,
1787803949.42,65.02,0.007276178424549196,
1787803950.432,66.03,0.007592534008225238,
1787803951.448,67.05,0.006010756089845026,
1787803952.464,68.06,0.008225245175577323,
1787803953.477,69.08,0.00790888959190128,
1787803954.494,70.09,0.01043973426130973,
1787803955.511,71.11,0.00790888959190128,
1787803956.528,72.13,0.010123378677633688,
1787803957.544,73.14,0.011388801012337857,
1787803958.559,74.16,0.006643467257197111,
1787803959.576,75.17,0.01297057893071818,
1787803960.591,76.19,0.011388801012337857,
1787803961.61,77.21,0.00917431192660545,
1787803962.626,78.22,0.011072445428661815,
1787803963.644,79.24,0.011388801012337857,
1787803964.659,80.26,0.007592534008225238,
1787803965.675,81.27,0.01043973426130973,
1787803966.69,82.29,0.007592534008225238,
1787803967.705,83.3,0.0117051565960139,
1787803968.721,84.32,0.011388801012337857,
1787803969.74,85.34,0.011072445428661815,
1787803970.757,86.36,0.006010756089845026,
1787803971.772,87.37,0.012021512179689942,
1787803972.791,88.39,0.01043973426130973,
1787803973.807,89.41,0.00917431192660545,
1787803974.822,90.42,0.002847200253084492,
1787803975.838,91.44,0.006643467257197111,
1787803976.854,92.45,0.006959822840873153,
1787803977.869,93.47,0.009490667510281603,
1787803978.886,94.48,0.011072445428661815,
1787803979.901,95.5,0.012337867763365984,
1787803980.917,96.51,0.01297057893071818,
1787803981.933,97.53,0.0031635558367605343,
1787803982.948,98.55,0.0,
1787803983.965,99.56,0.0,
