Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[lspm_r0.3],4977,0,9,11.11360191898441,3.0219200998544693,433.66531608626246,0.0,55.784479675979945,0.0,9,11,12,14,18,24,35,44,68,430,430
CUSTOM,tokens_per_sec[lspm_r0.3],4977,0,53,91.41041850686435,12.6962116474893,95551.25969489844,20.809322885272252,55.784479675979945,0.0,53,54,55,55,57,61,63,64,160,96000,96000
CUSTOM,ttft_ms[lspm_r0.3],4977,0,64,65.70077127365738,46.45539098419249,487.20075585879385,0.0,55.784479675979945,0.0,64,68,70,71,75,81,90,100,400,490,490
,Aggregated,14931,0,53,56.074930566501855,3.0219200998544693,95551.25969489844,6.936440961757418,167.35343902793986,0.0,53,56,60,63,69,73,80,86,180,90000,96000
