Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[lspm_r0.3],548,0,7,7.142828192806592,4.623024025931954,27.663370128721,0.0,6.148108130065093,0.0,7,7,7,8,9,10,19,24,28,28,28
CUSTOM,tokens_per_sec[lspm_r0.3],548,0,62,62.24822762242043,59.55597860427897,72.13372764498716,21.46167883211679,6.148108130065093,0.0,62,62,63,63,64,69,71,71,72,72,72
CUSTOM,ttft_ms[lspm_r0.3],548,0,51,50.358840670134114,28.420994989573956,92.91408094577491,0.0,6.148108130065093,0.0,51,54,56,57,58,60,63,85,93,93,93
,Aggregated,1644,0,51,39.91663216178702,4.623024025931954,92.91408094577491,7.15389294403893,18.44432439019528,0.0,51,60,61,61,63,64,70,71,87,93,93
