Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[lspm_r0.5],1300,0,8,8.728011473117826,4.404261941090226,44.611480087041855,0.0,14.603937588330686,0.0,8,9,9,10,12,13,22,33,42,45,45
CUSTOM,tokens_per_sec[lspm_r0.5],1300,0,60,60.83650521976497,57.10864906815416,71.8943079004506,23.896923076923077,14.603937588330686,0.0,60,61,62,62,63,67,69,70,72,72,72
CUSTOM,ttft_ms[lspm_r0.5],1300,0,55,55.682153530383054,31.747791916131973,95.1499198563397,0.0,14.603937588330686,0.0,55,58,60,61,63,65,71,79,95,95,95
,Aggregated,3900,0,55,41.74889007442182,4.404261941090226,95.1499198563397,7.965641025641026,43.811812764992055,0.0,55,59,60,61,62,64,68,70,93,95,95
