Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[lspm_r0.3],2605,0,7,8.724356493099295,2.5578360073268414,58.836819138377905,0.0,29.20594434857434,0.0,7,9,10,10,12,14,32,43,57,59,59
CUSTOM,tokens_per_sec[lspm_r0.3],2605,0,58,58.82858033147081,54.19749354690537,77.88939971028852,21.48752399232246,29.20594434857434,0.0,58,59,60,60,62,65,68,69,74,78,78
CUSTOM,ttft_ms[lspm_r0.3],2605,0,57,58.06039052643597,43.4691971167922,117.35326494090259,0.0,29.20594434857434,0.0,57,60,62,63,66,68,77,99,110,120,120
,Aggregated,7815,0,56,41.871109117001886,2.5578360073268414,117.35326494090259,7.162507997440819,87.61783304572302,0.0,56,58,59,60,63,66,69,72,110,120,120
