Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[raw],512,0,7,8.391710419346055,4.91632497869432,53.07273496873677,0.0,6.035503216547213,0.0,7,8,8,9,10,12,18,39,53,53,53
CUSTOM,tokens_per_sec[raw],512,0,62,62.24462673786562,58.884404077783636,75.21294568657594,22.72265625,6.035503216547213,0.0,62,62,63,63,64,70,71,72,75,75,75
CUSTOM,ttft_ms[raw],512,0,53,53.085921538240655,29.756179079413414,116.08059308491647,0.0,6.035503216547213,0.0,53,56,57,58,61,63,68,110,120,120,120
,Aggregated,1536,0,53,41.24075289848409,4.91632497869432,116.08059308491647,7.57421875,18.10650964964164,0.0,53,60,61,62,63,64,70,72,110,120,120
