Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[raw],1316,0,8,8.908985236781369,4.116198979318142,47.478029038757086,0.0,14.780098299671131,0.0,8,9,10,10,12,14,22,35,44,47,47
CUSTOM,tokens_per_sec[raw],1316,0,60,60.47516760188951,56.28352840458017,73.80827125328791,22.908814589665653,14.780098299671131,0.0,60,61,61,62,63,66,69,70,74,74,74
CUSTOM,ttft_ms[raw],1316,0,56,56.77917220072091,36.75060207024217,101.55933117493987,0.0,14.780098299671131,0.0,56,59,61,62,64,67,73,89,98,100,100
,Aggregated,3948,0,56,42.0544416797973,4.116198979318142,101.55933117493987,7.6362715298885515,44.340294899013394,0.0,56,59,60,61,62,65,69,71,96,100,100
