Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[lspm_r0.5],1310,0,8,8.970246531730446,4.474212881177664,39.75248918868601,0.0,14.698859948359141,0.0,8,9,10,10,12,15,22,30,38,40,40
CUSTOM,tokens_per_sec[lspm_r0.5],1310,0,61,61.08721401536159,57.74337981562168,74.40078345401052,23.263358778625953,14.698859948359141,0.0,61,61,62,62,63,68,70,71,72,74,74
CUSTOM,ttft_ms[lspm_r0.5],1310,0,55,55.7277696555523,42.16087213717401,101.02937906049192,0.0,14.698859948359141,0.0,55,58,60,60,63,66,71,80,100,100,100
,Aggregated,3930,0,55,41.92841006754806,4.474212881177664,101.02937906049192,7.754452926208652,44.09657984507742,0.0,55,59,60,61,62,64,69,71,99,100,100
