Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[raw],2438,0,7,8.19407450952021,4.298934014514089,46.5206999797374,0.0,28.631609142159572,0.0,7,8,9,9,11,13,28,36,46,47,47
CUSTOM,tokens_per_sec[raw],2438,0,57,57.67353358795177,52.730104237682184,70.5251733723522,22.156685808039377,28.631609142159572,0.0,57,58,59,59,60,63,66,67,70,71,71
CUSTOM,ttft_ms[raw],2438,0,58,58.657547042336866,40.27939005754888,102.75955498218536,0.0,28.631609142159572,0.0,58,61,63,64,67,70,79,91,100,100,100
,Aggregated,7314,0,55,41.50838504660302,4.298934014514089,102.75955498218536,7.385561936013126,85.89482742647871,0.0,55,57,59,59,63,66,69,73,99,100,100
