epoch,t_seconds,gpu_cache_usage_perc,error
1787804489.173,0.0,0.0,
1787804490.187,1.01,0.0,
1787804491.202,2.03,0.0,
1787804492.212,3.04,0.0,
1787804493.228,4.05,0.0,
1787804494.243,5.07,0.0,
1787804495.259,6.09,0.0,
1787804496.274,7.1,0.0,
1787804497.289,8.12,0.005694400506168984,
1787804498.307,9.13,0.006643467257197111,
1787804499.322,10.15,0.00790888959190128,
1787804500.338,11.17,0.012021512179689942,
1787804501.357,12.18,0.01043973426130973,
1787804502.372,13.2,0.0117051565960139,
1787804503.389,14.22,0.018664979436887053,
1787804504.409,15.24,0.014236001265422349,
1787804505.426,16.25,0.013603290098070264,
1787804506.445,17.27,0.013919645681746307,
1787804507.461,18.29,0.016134134767478603,
1787804508.481,19.31,0.013603290098070264,
1787804509.495,20.32,0.013919645681746307,
1787804510.511,21.34,0.01297057893071818,
1787804511.53,22.36,0.013603290098070264,
1787804512.545,23.37,0.017715912685858926,
1787804513.564,24.39,0.014552356849098391,
1787804514.581,25.41,0.021195824106295502,
1787804515.596,26.42,0.012021512179689942,
1787804516.615,27.44,0.012337867763365984,
1787804517.632,28.46,0.00917431192660545,
1787804518.647,29.47,0.015185068016450476,
1787804519.667,30.49,0.011072445428661815,
1787804520.682,31.51,0.009807023093957645,
1787804521.699,32.53,0.016134134767478603,
1787804522.717,33.54,0.013919645681746307,
1787804523.734,34.56,0.013603290098070264,
1787804524.751,35.58,0.014868712432774434,
1787804525.768,36.6,0.012654223347042026,
1787804526.79,37.62,0.01297057893071818,
1787804527.805,38.63,0.010123378677633688,
1787804528.82,39.65,0.010756089844985772,
1787804529.836,40.66,0.019930401771591222,
1787804530.852,41.68,0.013919645681746307,
1787804531.872,42.7,0.009490667510281603,
1787804532.887,43.71,0.012021512179689942,
1787804533.907,44.73,0.017715912685858926,
1787804534.921,45.75,0.009807023093957645,
1787804535.936,46.76,0.0167668459348308,
1787804536.96,47.79,0.0117051565960139,
1787804537.978,48.81,0.016134134767478603,
1787804538.994,49.82,0.0117051565960139,
1787804540.016,50.84,0.01708320151850684,
1787804541.031,51.86,0.012021512179689942,
1787804542.047,52.87,0.013603290098070264,
1787804543.063,53.89,0.015501423600126518,
1787804544.078,54.91,0.013603290098070264,
1787804545.095,55.92,0.013919645681746307,
1787804546.11,56.94,0.013919645681746307,
1787804547.127,57.95,0.010123378677633688,
1787804548.143,58.97,0.013919645681746307,
1787804549.157,59.98,0.01297057893071818,
1787804550.175,61.0,0.014868712432774434,
1787804551.193,62.02,0.0167668459348308,
1787804552.211,63.04,0.015501423600126518,
1787804553.228,64.06,0.013603290098070264,
1787804554.243,65.07,0.01297057893071818,
1787804555.258,66.09,0.014868712432774434,
1787804556.275,67.1,0.013919645681746307,
1787804557.292,68.12,0.01297057893071818,
1787804558.309,69.14,0.014552356849098391,
1787804559.329,70.16,0.013286934514394222,
1787804560.343,71.17,0.01708320151850684,
1787804561.36,72.19,0.010123378677633688,
1787804562.375,73.2,0.015185068016450476,
1787804563.393,74.22,0.011388801012337857,
1787804564.409,75.24,0.012654223347042026,
1787804565.425,76.25,0.012337867763365984,
1787804566.446,77.27,0.018032268269534968,
1787804567.467,78.29,0.01834862385321101,
1787804568.485,79.31,0.012654223347042026,
1787804569.504,80.33,0.014236001265422349,
1787804570.524,81.35,0.015501423600126518,
1787804571.539,82.37,0.013919645681746307,
1787804572.558,83.39,0.014868712432774434,
1787804573.576,84.4,0.019930401771591222,
1787804574.598,85.43,0.010123378677633688,
1787804575.614,86.44,0.017399557102182883,
1787804576.63,87.46,0.0117051565960139,
1787804577.647,88.47,0.015501423600126518,
1787804578.663,89.49,0.01297057893071818,
1787804579.685,90.51,0.012654223347042026,
1787804580.703,91.53,0.016450490351154645,
1787804581.721,92.55,0.016450490351154645,
1787804582.739,93.57,0.0,
1787804583.755,94.58,0.0,
1787804584.77,95.6,0.0,
1787804585.785,96.61,0.0,
1787804586.8,97.63,0.0,
1787804587.815,98.64,0.0,
1787804588.83,99.66,0.0,
