Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[raw],539,0,7,7.402078963467136,5.418871995061636,44.65947998687625,0.0,6.054188991813027,0.0,7,7,7,8,9,10,13,31,45,45,45
CUSTOM,tokens_per_sec[raw],539,0,62,62.35327317799496,59.029030536944795,74.35635357878166,21.935064935064936,6.054188991813027,0.0,62,62,63,63,64,70,70,72,74,74,74
CUSTOM,ttft_ms[raw],539,0,51,50.7358763952686,28.849433874711394,99.06424698419869,0.0,6.054188991813027,0.0,51,54,56,57,59,61,68,92,99,99,99
,Aggregated,1617,0,51,40.16374284557687,5.418871995061636,99.06424698419869,7.311688311688312,18.16256697543908,0.0,51,60,61,62,63,64,70,72,94,99,99
