Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[naive_r0.7],1324,0,6,7.117055179945156,4.586555063724518,37.004217971116304,0.0,14.868809350944217,0.0,6,7,7,8,9,10,18,30,36,37,37
CUSTOM,tokens_per_sec[naive_r0.7],1324,0,61,61.57698571016244,58.6113924944836,73.73818743871486,21.613293051359516,14.868809350944217,0.0,61,62,63,63,63,64,68,70,72,74,74
CUSTOM,ttft_ms[naive_r0.7],1324,0,53,52.79532709567641,31.201152130961418,89.56040488556027,0.0,14.868809350944217,0.0,53,55,57,58,60,61,68,76,89,90,90
,Aggregated,3972,0,53,40.49645599526135,4.586555063724518,89.56040488556027,7.2044310171198385,44.60642805283265,0.0,53,59,61,61,62,63,65,70,87,90,90
