Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[naive_r0.5],5037,0,9,10.743946415700014,3.835921175777912,379.3389641214162,0.0,59.11783632445896,0.0,9,10,12,13,17,23,41,47,65,380,380
CUSTOM,tokens_per_sec[naive_r0.5],5037,0,55,75.37355915847822,21.146250410517943,99873.55920649772,15.978955727615645,59.11783632445896,0.0,55,55,56,57,60,62,64,66,72,100000,100000
CUSTOM,ttft_ms[naive_r0.5],5037,0,63,64.34861072185653,30.369282932952046,422.99252608790994,0.0,59.11783632445896,0.0,63,67,69,70,74,81,95,100,130,420,420
,Aggregated,15111,0,54,50.155372098678306,3.835921175777912,99873.55920649772,5.326318575871881,177.3535089733769,0.0,54,56,60,62,68,71,79,89,120,1500,100000
