Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[lspm_r0.5],2544,0,7,7.780129668184222,4.0281538385897875,42.58481087163091,0.0,28.53618708967099,0.0,7,8,8,9,10,12,25,33,41,43,43
CUSTOM,tokens_per_sec[lspm_r0.5],2544,0,58,58.59585019681865,53.477701931970465,76.816472495979,23.721698113207548,28.53618708967099,0.0,58,59,60,60,61,64,68,69,72,77,77
CUSTOM,ttft_ms[lspm_r0.5],2544,0,56,56.78963436590985,32.29553019627929,102.13613300584257,0.0,28.53618708967099,0.0,56,59,61,62,65,67,75,82,100,100,100
,Aggregated,7632,0,55,41.05520474363767,4.0281538385897875,102.13613300584257,7.9072327044025155,85.60856126901297,0.0,55,58,59,60,62,65,68,71,92,100,100
