epoch,t_seconds,gpu_cache_usage_perc,error
1787810541.749,0.0,0.0,
1787810542.763,1.01,0.0,
1787810543.776,2.03,0.0,
1787810544.792,3.04,0.0,
1787810545.807,4.06,0.0,
1787810546.823,5.07,0.0,
1787810547.839,6.09,0.0,
1787810548.855,7.11,0.0,
1787810549.871,8.12,0.005694400506168984,
1787810550.888,9.14,0.004112622587788661,
1787810551.903,10.15,0.006327111673521069,
1787810552.92,11.17,0.004745333755140746,
1787810553.936,12.19,0.0,
1787810554.956,13.21,0.005694400506168984,
1787810555.972,14.22,0.006010756089845026,
1787810556.987,15.24,0.005061689338816788,
1787810558.004,16.26,0.0031635558367605343,
1787810559.02,17.27,0.0,
1787810560.037,18.29,0.0031635558367605343,
1787810561.053,19.3,0.0,
1787810562.068,20.32,0.004112622587788661,
1787810563.082,21.33,0.0,
1787810564.098,22.35,0.005061689338816788,
1787810565.113,23.36,0.004745333755140746,
1787810566.129,24.38,0.005694400506168984,
1787810567.146,25.4,0.0034799114204365766,
1787810568.162,26.41,0.005061689338816788,
1787810569.177,27.43,0.003796267004112619,
1787810570.193,28.44,0.0034799114204365766,
1787810571.208,29.46,0.0031635558367605343,
1787810572.224,30.48,0.0034799114204365766,
1787810573.244,31.5,0.004112622587788661,
1787810574.26,32.51,0.0034799114204365766,
1787810575.276,33.53,0.0034799114204365766,
1787810576.292,34.54,0.003796267004112619,
1787810577.308,35.56,0.0,
1787810578.326,36.58,0.004428978171464704,
1787810579.342,37.59,0.004428978171464704,
1787810580.358,38.61,0.0,
1787810581.374,39.63,0.004745333755140746,
1787810582.389,40.64,0.004428978171464704,
1787810583.406,41.66,0.0034799114204365766,
1787810584.422,42.67,0.004745333755140746,
1787810585.438,43.69,0.004112622587788661,
1787810586.453,44.7,0.0,
1787810587.47,45.72,0.004112622587788661,
1787810588.485,46.74,0.004428978171464704,
1787810589.501,47.75,0.0034799114204365766,
1787810590.519,48.77,0.0,
1787810591.534,49.79,0.0034799114204365766,
1787810592.551,50.8,0.004112622587788661,
1787810593.568,51.82,0.004428978171464704,
1787810594.583,52.83,0.005061689338816788,
1787810595.603,53.85,0.004112622587788661,
1787810596.619,54.87,0.0,
1787810597.636,55.89,0.004112622587788661,
1787810598.652,56.9,0.005061689338816788,
1787810599.668,57.92,0.004428978171464704,
1787810600.685,58.94,0.004428978171464704,
1787810601.701,59.95,0.004112622587788661,
1787810602.717,60.97,0.004112622587788661,
1787810603.732,61.98,0.0031635558367605343,
1787810604.748,63.0,0.0,
1787810605.763,64.01,0.003796267004112619,
1787810606.779,65.03,0.006327111673521069,
1787810607.794,66.05,0.0034799114204365766,
1787810608.81,67.06,0.005378044922492831,
1787810609.827,68.08,0.005378044922492831,
1787810610.845,69.1,0.0,
1787810611.863,70.11,0.0031635558367605343,
1787810612.878,71.13,0.005378044922492831,
1787810613.893,72.14,0.0,
1787810614.909,73.16,0.004428978171464704,
1787810615.928,74.18,0.0031635558367605343,
1787810616.943,75.19,0.004112622587788661,
1787810617.96,76.21,0.0,
1787810618.975,77.23,0.004112622587788661,
1787810619.992,78.24,0.0,
1787810621.008,79.26,0.003796267004112619,
1787810622.025,80.28,0.004428978171464704,
1787810623.041,81.29,0.0031635558367605343,
1787810624.058,82.31,0.004428978171464704,
1787810625.074,83.33,0.0031635558367605343,
1787810626.09,84.34,0.003796267004112619,
1787810627.108,85.36,0.0031635558367605343,
1787810628.124,86.38,0.006327111673521069,
1787810629.14,87.39,0.0,
1787810630.156,88.41,0.005061689338816788,
1787810631.171,89.42,0.005061689338816788,
1787810632.186,90.44,0.003796267004112619,
1787810633.202,91.45,0.0,
1787810634.217,92.47,0.005061689338816788,
1787810635.234,93.49,0.0031635558367605343,
1787810636.25,94.5,0.004428978171464704,
1787810637.266,95.52,0.0034799114204365766,
1787810638.284,96.54,0.0031635558367605343,
1787810639.3,97.55,0.005061689338816788,
1787810640.319,98.57,0.0,
1787810641.335,99.59,0.0,
