Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat[lspm_r0.7],4634,0,8,10.02548881281886,3.1980699859559536,353.7371719721705,0.0,54.3990960198192,0.0,8,10,11,12,15,21,34,38,68,350,350
CUSTOM,tokens_per_sec[lspm_r0.7],4634,0,52,75.33121823650627,15.105202977780914,64105.26521920834,22.6909797151489,54.3990960198192,0.0,52,54,54,55,59,61,62,64,71,64000,64000
CUSTOM,ttft_ms[lspm_r0.7],4634,0,65,65.74580651097182,33.13592518679798,405.2431529853493,0.0,54.3990960198192,0.0,65,68,70,72,76,81,91,97,130,410,410
,Aggregated,13902,0,52,50.36750452009901,3.1980699859559536,64105.26521920834,7.563659905049633,163.19728805945758,0.0,52,56,60,63,69,73,79,87,120,38000,64000
