epoch,t_seconds,gpu_cache_usage_perc,error
1787811347.895,0.0,0.0,
1787811348.91,1.02,0.0,
1787811349.924,2.03,0.0,
1787811350.939,3.04,0.0,
1787811351.947,4.05,0.0,
1787811352.962,5.07,0.0,
1787811353.977,6.08,0.0,
1787811354.995,7.1,0.0,
1787811356.013,8.12,0.006010756089845026,
1787811357.03,9.14,0.005694400506168984,
1787811358.045,10.15,0.004745333755140746,
1787811359.06,11.17,0.00917431192660545,
1787811360.074,12.18,0.010756089844985772,
1787811361.091,13.2,0.0117051565960139,
1787811362.107,14.21,0.01043973426130973,
1787811363.123,15.23,0.002847200253084492,
1787811364.139,16.24,0.005378044922492831,
1787811365.154,17.26,0.002847200253084492,
1787811366.169,18.27,0.004428978171464704,
1787811367.186,19.29,0.005694400506168984,
1787811368.201,20.31,0.00790888959190128,
1787811369.217,21.32,0.006643467257197111,
1787811370.235,22.34,0.004112622587788661,
1787811371.254,23.36,0.007276178424549196,
1787811372.271,24.38,0.005378044922492831,
1787811373.287,25.39,0.004745333755140746,
1787811374.306,26.41,0.002847200253084492,
1787811375.323,27.43,0.005378044922492831,
1787811376.339,28.44,0.0034799114204365766,
1787811377.356,29.46,0.004112622587788661,
1787811378.374,30.48,0.005694400506168984,
1787811379.39,31.5,0.0,
1787811380.407,32.51,0.005694400506168984,
1787811381.427,33.53,0.004428978171464704,
1787811382.443,34.55,0.008857956342929407,
1787811383.46,35.56,0.006643467257197111,
1787811384.477,36.58,0.006959822840873153,
1787811385.492,37.6,0.008541600759253365,
1787811386.509,38.61,0.012337867763365984,
1787811387.526,39.63,0.003796267004112619,
1787811388.542,40.65,0.008541600759253365,
1787811389.561,41.67,0.007276178424549196,
1787811390.576,42.68,0.010756089844985772,
1787811391.594,43.7,0.007592534008225238,
1787811392.61,44.72,0.005694400506168984,
1787811393.627,45.73,0.008541600759253365,
1787811394.645,46.75,0.0,
1787811395.662,47.77,0.002847200253084492,
1787811396.679,48.78,0.006643467257197111,
1787811397.691,49.8,0.005378044922492831,
1787811398.707,50.81,0.009807023093957645,
1787811399.722,51.83,0.00790888959190128,
1787811400.739,52.84,0.0031635558367605343,
1787811401.759,53.86,0.005694400506168984,
1787811402.776,54.88,0.004745333755140746,
1787811403.793,55.9,0.004745333755140746,
1787811404.813,56.92,0.0034799114204365766,
1787811405.832,57.94,0.004428978171464704,
1787811406.85,58.96,0.005061689338816788,
1787811407.866,59.97,0.007276178424549196,
1787811408.885,60.99,0.009490667510281603,
1787811409.904,62.01,0.010123378677633688,
1787811410.92,63.03,0.006959822840873153,
1787811411.935,64.04,0.004745333755140746,
1787811412.953,65.06,0.002847200253084492,
1787811413.968,66.07,0.004745333755140746,
1787811414.984,67.09,0.0034799114204365766,
1787811416.0,68.11,0.004745333755140746,
1787811417.016,69.12,0.005694400506168984,
1787811418.034,70.14,0.003796267004112619,
1787811419.052,71.16,0.003796267004112619,
1787811420.069,72.17,0.005694400506168984,
1787811421.084,73.19,0.006327111673521069,
1787811422.104,74.21,0.00917431192660545,
1787811423.127,75.23,0.008857956342929407,
1787811424.144,76.25,0.008225245175577323,
1787811425.164,77.27,0.0034799114204365766,
1787811426.181,78.29,0.003796267004112619,
1787811427.198,79.3,0.004112622587788661,
1787811428.22,80.33,0.0031635558367605343,
1787811429.236,81.34,0.005061689338816788,
1787811430.253,82.36,0.006327111673521069,
1787811431.27,83.38,0.007592534008225238,
1787811432.287,84.39,0.010756089844985772,
1787811433.302,85.41,0.013919645681746307,
1787811434.32,86.43,0.009490667510281603,
1787811435.335,87.44,0.002847200253084492,
1787811436.35,88.46,0.006327111673521069,
1787811437.367,89.47,0.00917431192660545,
1787811438.384,90.49,0.007592534008225238,
1787811439.4,91.51,0.013603290098070264,
1787811440.417,92.52,0.018981335020563095,
1787811441.431,93.54,0.008857956342929407,
1787811442.448,94.55,0.006643467257197111,
1787811443.462,95.57,0.003796267004112619,
1787811444.479,96.58,0.004428978171464704,
1787811445.494,97.6,0.0,
1787811446.51,98.62,0.0,
1787811447.525,99.63,0.0,
